message,author
@mabraham1 u couldnt be more wrong. obama is killin it. #current #tweetdebate #debate08,jeremyorion
That was so awesome.. Bomb Bomb bomb Iran! #election08 #Tweetdebate #debates08,DominickEvans
#tweetdebate Obamas relaxing. Good.,Yzard
Obama +3 nailing it on Pakistan #tweetdebate,kdpaine
Ohhh... +3 Obama for his analysis of our relations with dictator Musharuf in Pakistan alienating population #tweetdebate,WazNeeni
+1 for Obamas description of Pakistan #tweetdebate,gminks
McCain +1 ok.. bring reagan and you get a point likable anyways #tweetdebate,TheMacG33k
here is where McCains first hand history is helping  #tweetdebate,CarriBugbee
obama +2 for a successful counterpoint to opponents assertion regarding tax loop holes for smb #tweetdebate,phukninsane
Obama +2 for showing a nuanced understanding of Pakistani politics and for bringing up Mccains ridiculous bomb Iran comments #tweetdebate,stoutware
#tweetdebate  I seriously thought Obama would dominate the debate but McCain is doing better than I thought.,monkeefingers
I wish McCain had been like this at that atrocious Republican convention  drill baby drill  #tweetdebate,GlobalLeader
McCain +1 for bringing a story thats touching re son enlisted bagdad.killed #tweetdebate,alpha_park
Obama +1 good retort!! Make sure no other mother goes through what I am going through. #current #tweetdebate,c4chaos
McCain is bringing tears to my eyes  with the military family stories.  #current #tweetdebate,xunzx
+3 pts for Obamas soundbite about honoring the troops. #tweetdebate,Imarilove
#OBAMA WITH THE SLAAAAAAMMM!!!! no US soldier dies in vain +3 #tweetdebate,rgjo
We could have won Vietnam! # Current #debate08 #tweetdebate,TarotByArwen
Obama +1 nice come back with bracelet story bk honor all the service prov & ret with better question +2 #tweetdebate,ParandimeX
Obama +2 for I have a bracelet too. #tweetdebate,dianakuan
Obama +2 for the counter story dont let another mother go through this #tweetdebate,TheMacG33k
Obama can actually respond intelligently to these questions. #current #debate08 #tweetdebate,vanhoosear
love the #tweetdebate function off twitter.  Hilarious commentary going on.,pena2
Obama +3 You dont muddle through the central front of terror. #tweetdebate,ChristopherY
#obama you dont muddle through afghanistan the central front on the war of terror FTW! +3 #tweetdebate,DominickEvans
@matttbastard Ill drink to that.,dland
loving everyones debate observations at #current #debate08 #tweetdebate this is amazing the variety of opinions,area517
#current #tweetdebate is it me or is Obama gaining control of foreign policy discussion,eiat10s
Obama +1 for the interesting pronunciation of Pakistan. #tweetdebate #debate08,Kathryn V Jones
#tweetdebate  a league of democracies like the Justice League,tchrischan
McCain +1 for pointing out we need allies in handling Iran #tweetdebate,Cheryl Contee
Obama +3 dor bringing up Iraq vs. Iran fact! #tweetdebate,panache
#tweetdebate +2 Obama for actually looking at McCain when he makes a point,GSto
#tweetdebate +3 Purple Tie!!,photolarry
+2 Obama for showing an understanding of Middle East politics as a whole #tweetdebate,smheadhunter
@seasonothebitch Yup. We have always been down with Eastasia...,alindsey3
macain +1 for continuing to date himself #tweetdebate,seanodotcom
+1 pts for Obamas need for talking to allies & trade partners of Iran to help change Irans nuclear ambitions. #tweetdebate,NTWhite
Obama +2 for a clear firm answer to the question #tweetdebate,steaprok
oddly enough i think obamas uhs actually help rather than hurt him #current #tweetdebate,evelopez
@arpit #tweetdebate He was asked about Iran,panache
+1 pts for McCain going after Obama for talking with evil leaders without preconditions. #tweetdebate,chadwright
@current keep up the good work.. I bet your getting slammed,snowdeal
Mccain +1 ok.. for your efforts in pron. names #tweetdebate,Argon18
+2 Mccain for understanding that history applies to the present #tweetdebate,marquesstewart
#tweetdebate Kissenger cant leave the the country because he will get arrested in some countries... good one mccain,Rurik4464
+2 Obama for clear  understanding of Iran/middle east issues #tweetdebate,Imarilove
+1pt for Obama saying I reserve the right to meet w/whoever at the time of my choosing as president of US. #tweetdebate,dynobuoy
Obama +2 fo tea with Ahmadinejad #tweetdebate,MichiganTaxes
Obama +3 for using McCains advisers against him. #tweetdebate,QueenMayhem
+3 Obama  sound bite it doesnt mean you invite them for tea  #tweetdebate,craw4d
+1 Obama  acknowleding that he was called naive #tweetdebate,Dana Loesch
+3 Obama There is a difference between preconditions and preparation #tweetdebate # current,davidweiner
+3 Obama There is a difference between preconditions and preparation #tweetdebate # current,conblog
Obama +2 on international policy. hes rocking this one! #tweetdebate,ericgonzalez
#tweetdebate Im glad Obamas getting a chance to address this precondition thing.,MNCR
+1 obama on preconditions and tea that was awesome #tweetdebate,cashion
@elaineschoch Totally justified. Your husband will understand.,A_Kaplan
+3pts for Obama Talk first...if that doesnt work then weve strengthened our position to impose tougher sanctions. #tweetdebate,MercuryMetro
Obama +2 for bringing up Spain fiasco #tweetdebate,DocMara
Obama +1 pointing out McCains bizarre statement regarding meeting prime minister of Spain #tweetdebate,maudygrunch
want a tshirt too! #tweetdebate,pavlicko
Sen. Obama can you see Russia from your house #current #debate #tweetdebate,ganeshpuri89
+2 Obama The notion that we would sit with Akmujinadad and let him spew out bile comments without saying anything is wrong. #tweetdebate,etherkiller
#tweetdebate I like the debate format so far.  At least there is some backandforth.,MailOurMilitary
+5 Obama for understanding that  conversation is key. #tweetdebate,russnelson
Obama +2 for loose nukes in Russia #tweetdebate,Imarilove
obama +3 he seems to have done his homework on Russia good job #tweetdebate,roadkillrefugee
#tweetdebate obama,andreamercado
+3 pts for McCain saying I see three initials in front of Putins name...a K G and B #tweetdebate,RcktMan
Mccain +2 for clearly understanding the situation in Russia #tweetdebate,shrekserve
McCain +2 for KGB soundbite and for access to facts (accurate or not) #tweetdebate,etherkiller
+1 Obama for being clear about dealing with Russia #tweetdebate,deansms
He pronounced that one right! One for two on the foreign leaders John! #Current #debate08 #tweetdebate,cuban_dudeca
mccain +1 for pronouncing the President of Georgias name  although I have no idea if he said it correctly #tweetdebate,ripptide
+3 McCain for knowing obscure Ukrainian places and people #tweetdebate,Sarah J
@BarackObama McCain owns the Russian debate. Although you did score in Afghanistan. #current #obamashot #mccainshot,citizenjake
love the Tom Clancy suggestion!!  P  #tweetdebate,pedroteixeira
using the rating say (15) is interesting too  TheDailyDG Obama +2 for bringing up Spain fiasco #tweetdebate,lorig
Obama +1 for alternative energy! #tweetdebate,alexashrugged
+2 good comeback Obama foresight and plan could have prevented Georgian invasion #tweetdebate #debate08,decaturcomp
#tweetdebate McCains doing quite well on the Georgia issue. Obamas response is decisive & knowledgeable. They both sound presidential.,TheWaterman
@dalbee agreed. +1 for obama. #tweetdebate,fakeplasticfish
@current #current My inner hippie is coming out. Im glad were getting to alternative energy now.,CarriBugbee
Obama +1 ok again with energy indep. #tweetdebate,tarheelcoxn
Obama +2 clarifying what he is objecting #Tweetdebate,jocelynlegault
+2 Obama foresight and plan could have prevented Georgian invasion #tweetdebate,DocMara
+2 Obama for pointing out that he was never opposed to nuclear waste but that he was for storing it safely #tweetdebate,coffeecupkat
1pt for McCain on another 9/11 attack...we are a safe nation but far from safe. #tweetdebate,ShredderFeeder
@BevJack what does Obama think about delta airlines #current #debate08 #tweetdebate #mccainshot #obamashot,etherkiller
McCain is against torture again. Thats nice ... looked like he was supporting Bush for a while. #current #tweetdebate #debate08,stshores24
Ill give +2 to McCain for bringing up TORTURE and not calling it harsh interrogation tactics #tweetdebate #cu09,dynobuoy
Obama +2 For port security #tweetdebate,MercuryMetro
Glad to NOT hear in a post9/11 world #current,MailOurMilitary
Obama is a great face for our country and that is exactly what we need right now in a globalized world. #current,batasrki
Loving watching all these great tweets during the debate! Thanks @current and @twitter! #current,DocMara
mccain as president= torture #current #debate08,tarheelcoxn
Theres a lot of work still to be done with homeland security. New report from @Heritage and CSIS. http//is.gd/3cg2 #debate08 #current,mcmama
Mr. Obama. The biggest threat is not CBRN it is the same old things theyve always used. That is why they return to them #current #debate08,mattt bastard
#current Nice block and bridge Sen. Obama,baracknobama
#tweetdebate Obama definitely seems to be winning among Twitterers using the #tweetdebate tag.,LipstickVP
John Kerry I mean Barack Obama sounds much more presidential. #current,EdCates
Obama won this from the handshake #current,glennette
Obamba kicked assespecially with Afghanistan #current,kegill
+1pt for Obama wanting to restore our image to the world. #tweetdebate,tarheelcoxn
McCain has the smile of success on his face. #current #debate08,LaMenta3
RTbmaleszyk   Obama +2 for understanding how energy independence relates to our foreign policy in Russia #tweetdebate #current,agibson
#current Restore Americas Standing in the World now I buy that! Go Obama.,bluejack
@current #current Im more convinced now than I was before about who I will vote for. I guess thats something  but I had already decided b4,jowyang
the flat American accent is DEFINITELY going to help McCain.  Barak is being too timid.  Average people need to see an Alpha Male. #current,jowyang
yes. thank you obama. we need to restore our standing in the world. #current #mccainshot #obamashot,naum
#debate08 #current The world likes Obama therefore we should vote for him.,gwfrink3
Good point we really need to fix our perception in the word. #current,vlemx
Anyone want to challenge that he succeeded,agibson
1pt for Obama continuously praising McCain. #tweetdebate,jgee
+5 obama restoring view of US around the world  #tweetdebate,daveevans
oohh nice nod to McCain on the torture issue by Obama. #current,bluejack
+3 Obama for bringing up the need to restore our image in the world #tweetdebate,gwfrink3
ObamaThe way we are percieved in the world is what will make things work. I kinda agree... #current,PinkOliveFamily
Whoever wins...Lets move away from the whole with us or against us idea #current,bmaleszyk
Obama +1 for emphasizing importance of restoring US reputation #tweetdebate,themurmish
#current Obama demanded the debate (good decision) but seems to have been more prepped for economy than foreign affairs,c4chaos
shining beacon  nice quote! #current,jowyang
Obamas body language seems of that of an arrogant prick. Constantly looking down on McCain #current,jowyang
#current #debate08 Vote Obama 2008! He knows what he is talking about without actually going there.,daveevans
obama is doing better #current,lumatts
McCain +1 for pointing out need to stop prison torture #tweetdebate,phillipv
#current #debate08 star wars is baaaaack....,CarriBugbee
#tweetdebate McCain showing his experience quoting Ronald Regan,daveevans
If McCain looses this debate he will cuss Obama out!!!! #current,kenlotich
j tap,daveevans
I would even agree that mccain was a better debater than I thought he would be.  McCain held his own #current,dland
#current no clear winner = win for McCain,dantecl
On CNN the audience reaction is the same when Obama talks but way divided with McCain talks...good leaders speak for the majority #current,sairy
Hack the debate rocks!  Thanks for giving us a fun way to participate. #current,vanhoosear
I am a staunch supporter of Obama but McCain/his media advisor has done a good job tonight. #current,mediaphyter
@PJsMommy hey McCains face is crooked so I guess theyre even! #current,starweaver
I like how macain talks with such feeling his emphasis is excellent. Obama sounds more defensive #current,hel0jerry
Greatest country on earth exactly....#tweetdebate,gwfrink3
Obama has this in the bag #current,starweaver
#current Get em Obama! =],daveevans
Obama has won this absolutely #current,starweaver
Obama is teh WINNER #current,bmaleszyk
#current Obamas right. China is involved in Asia.,megkroeplin
Interesting debate but Im really looking forward to the VP debate more. #current,mardods
#current I think McCains going to see a bit of a bump from his performance.,tayari
INDEPENDENTS FOR OBAMA! #current,xylem
@BarackObama good job bringing this back to domestic economy issues its your strong point. #current,krzimmer
obama +3 the conspicuousness of their presence is only matched by our absence #tweetdebate,emergingtech
Whats all this talk about winning the debate Obv everone thinks their own side won. #current,PinkOliveFamily
#current,3locina
Obama won. Gentlemen its time to put your old pens down. #current,tayari
#current Rocks the vote  best mashup  congrats!,gwfrink3
thanks Obama for talking about domestic policy a little... #debate08 #current,organicmania
#current ...conspicuousness of their presence only matched by our absence... Nice.,nericksx
@curreent McCain sounds better but Obamas being more specific. #debate08 #current,blackvoices
Obama +3 Finance is a national security issue #tweetdebate,aeditor
#current #debate08 McCain If we lose in Iraq it strengthens terrorists underminds lost lives of our soldiers,bluejack
@gloreebe88 Haha YES to Michael Palin! Vote funny! #current,lumatts
+1 obama for saying Pakistan correctly. #tweetdebate,lumatts
+3 Obama for bringing up the Vets medical needs #tweetdebate,johnnycho
side note  Obama just more Presidential to me I dont see where his lack of experience comes to play  more coh & prep #tweetdebate,organicmania
#current VETS for Obama yes!,PinkOliveFamily
Excellent point by Obama about strength on the homefront being essential to success on the warfront. #current,bmaleszyk
Nice finish for Obama #current,lebrun
I feel like Obama is back on track!#current,PinkOliveFamily
@current McCain sounds better but Obamas being more specific. #debate08 #current,kyeung808
obama  all chips in...  nice poker reference! +1 for obama #current,93octane
Obama +3 the conspicuousness of their presence is only matched by our absence #tweetdebate,NTWhite
both win.. we saw how McCain wants blood and treasure.. Obama can talk strait.. no plundering needed McCain for CptnObama for Pres #current,bluejack
a broader strategic vision. i think thats a good point. #current,pambuda
Open your minds to third parties! #current,ipapyrus
mentioning veterens care which Mccain has voted AGAINST  SUPER GOOD point Obama +1 #tweetdebate,bluejack
That vision thang was alright #current,720P_E
#current #debate08 ObamaThe next president needs to have a broader strategic vision that what weve had in the last 8 years.,55SecretStreet
Linking the strength of our economy to our future strength in the world. Good. #current,3locina
Obama wins!  #current,themurmish
#current McPain there are some advantages to experience knowledge and judgment. I have that and Obama doesnt.,PinkOliveFamily
Obama has won hands down. #current,cuban_dudeca
#current Obama has better ideas  #current,kyeung808
MCCains gonna school Obama.  #debate08 #current,NTWhite
Ill stick with Obamas intelligence thank you #current,sbjet
2pts for McCains attack on Obamas experience. Stop bringing up the experience issue! #tweetdebate,starweaver
Obama is right need more funding for science and technology. I think he win for me across the board #current #debate08,PinkOliveFamily
@210m Agreed. #current #debate08,cherryiscream
Brilliant statement on a stable economy being a national security issue by Obama. #current,lilbutterfly
#current wish Obama improving,Flap
#current Obama definitely has better speaking presence which might go a long way. Appearance often trumps in politics,shashib
McCain raps up nicely #current #debate08,cuban_dudeca
@JLApplegate #tweetdebate I agree each side will feel like they won,BethSchumann
Wow! Obama was powerful there! #current,smallspark
Obama is cleaning up with McCain. #tweetdebate,johndoe1211
McCain compares Obama to Bush as both stubborn  #current,TheMacG33k
obama smells the blood  going for the kill #current,obamaflipflops
#current McPain taking care of veterans will be my job. I have ability knowledge background to keep country safe/secure.,DinoIgnacio
Obama +1 for bringing up the war spending and healthcare. #tweetdebate,fiercecupcake
China is buying mountains of resources in Africa and South America. Literally  they bought Mt Toromocho in Peru for minerals. #current,CaponeX
#current #debate08 McCainI know the vertarans and I know them well and I know that they know I will take care of them.,greenie1995
mccain Im ready to go at it right now  thats what she said! #current,DarnellClayton
+5 obama just put mccain to shame talking about nonIraq issues and veteran care   #tweetdebate,CommonSense13
I preemptively call this debate for Obama. Obama won. #current,Flap
My Father came from Kenya.. that is where I get my Name (not from Iraq) Obama #current #debate08,WazNeeni
Petraeus should have been McCains VP choice.  #current,baratunde
Heartstrings pulled! McCain is good... #current,coffeemakergirl
Nice talking to the  camera Obama #current,carondelet
Moonpie I love you <3 #current,Koalemos
THANK TWITTER & CURRENT 4 LETTING ME HACK THE DEBATE!! PEACE 2 U ALL THINK LIKE DWIGHTBEWARE THE MILITARY INDUSTRIAL COMPLEX #CURRENT,PearlyWrites
obama just slam dunked #current,rodbauer
McCain I dont need onthejob training.  You sure about that #current,XManess
Hey.. Barack I was born in Kenya (parents in the Peace Corps)...#current #debate08,dslunceford
Let me be clear McCain has clearly won. #current,matt_k
Jill Greenburg caught McCains good side. #current,VizionQuest
McCain  reform prosperity and peace.  Very good closing points put Obama on defense w/ experience judgmt #current #tweetdebate #debate08,starweaver
Obama talks about father... and name. Needed to do that! #current,TalonLardner
#current #debate08 Obama is being very eloquent and making good points about how the world sees us.,blackvoices
i agree with obama #current #debate08,tbarnardiii
McCain voted against giving Vets the money to cover the total cost of college He supports them #current,shanparker
McCain gets the last word!!!!  #current,paul4dirt
@temporaryone he is stiff because he had nearly every bone in his body broken while a pow #current,EndTheRoboCalls
Obama +3 The world is not inspired by the UStoday like they used to be.  We need to reverse this trend #tweetdebate.,marquesstewart
#current Sen O this is part of how well keep U.S. safe; helping people live out their dreams is one thing Im committed too.,garyware_619
I really like how Obamas ending this... we really do need to earn the respect of the world again. #current,EndTheRoboCalls
By the way did you know McCain was a POW #current,sarasinagang
#current pow pow pow pow pow pow pow,DominickEvans
McCain... Normalization of relations with Vietnam.. I know I did I can.. #current #debate08,TarotByArwen
lets talk about Present ISSUES and about your experience #current,CarriBugbee
McCain victory #debate08 #current,c4chaos
Jill Greenburg caught McCains good side. #current #debate08,kwitter
From where Obama McCain.. Land of the free HOME of the brave! McCain hands down! #current,KatieFavazza
O We can show the world  that were going to invest in Education how ordinary people invest in their dreams #debates08 #current,MiikoMentz
Awsome debate! #current #obamashot #mccainshot,thesolster
Boy I cant WAIT for the Vice President debate.... #debate08 #current,BlondeBlogger
In Italy we could never vote Mac! Obama lives in present not in the past!#current,MNCR
I think Obama won #current,andrewnash
#current Obama wins on the economy,simpson316
#current BINGO  lets not forget McCain was a POW!,jennyjenjen
@BarackObama GOOD JOB!#current,TechNTools
#current #debate08 IMO Obama wins.,dv.
Obama!#current,disavian
#current #debate08 good job jim!,Mary Trigiani
Obama is the winner of the debate #current,DavidHelmreich
Woo its over! #current #debate08,adamroot
John McCain did well on two hours prep time of course #current now back to Washington to pull together deal,ZachTumin
Wow! That was a hell of a good time! What a debate! Good job Obama! #current,fakemccain
#current all you proObamaites REGISTER TO VOTE VERY SOON!!!,Flap
OBAMA WON!!  #current,timmylevad
palin vs biden gonna be real good #current,XManess
Obama +3 for convincingly explaining the need for America to earn back respect around the world #tweetdebate,michaelcanfield
McCain wins #current #debate08,chinoisfemme
Wow guys! Thanks so much. Stay tuned on Current TV and tweet @infoMania  #current,etherkiller
Obama micd Good job John #debate08 #current,MichiganTaxes
lol obama told him good job!lols #current,AFashionista
Bottom line Obama won but far from decisively.  #current #debate08,wahistorian
The debte ends and Barry calls good job John....indeed #current #debate08,jivedanson
Now I can go to bed in peace #current,internetgerbil
YAY!!!!!!!!!!! Its over!!! #current #debate08 #tweetdebate,GreenSmith
lucky mccain for getting the last word...the most convincing/presidential thing he has said this debate #current,srubenfeld
McCain just won w/ I know how to heal war I know how to deal with enemies I know how to treat friends. Fruck Fruck. #debate08 #current,Populista
Jim lehrer wins indeed. #current,CurlingRiver
#current #debate08 thanks current! fun stuff!,current
McCain I know how to heal the wounds of war  Best line of the night. #debate #current,sajal
#current jim lehrer is the winner tonight,TopDogVienna
I like Cindy McCain .. she is on CARE board of directors. #current #tweetdebate #debate08,sarken
#debate08 #current Finally thats over. Id call it a draw on the economic piece victory for McCain foreign policy,FrancesFlynnTho
#current Next week should be fun...Maverick against Palin Gotta see this!,KennyL
Hack the debate was great #tweetdebate #current,emergingtech
good debate based solely on the points raisedi think Obama made it. #current,mlv
McCain kicked tail.  This debate definitely followed the theme of experience  #debate08 #debateok08 #current,melrp
Obama wins. #Current #debate08 #tweetdebate,MichelleMMM
these harvard kids at the watch party are on point! absentee ballots in the room. voter registration too. go head lil obamas #current,smashthings
Good debate. Obama did well but it wasnt as one sided as I expected. #current,damnneargenius
Go McCain! You rock! #current #debate08,cmarlow480
I think I will have fun making a video up with Obama saying John is right and Good Job John LOL #debate08 #current #debateok08,lindagoin
McCain dominated. Thats all. #current,barbaranixon
OBAMA! #current,mabraham1
Loved the fact that they kept their mics on after the end of the debate... haha #current,aeditor
Connor from Current for President 20** not sure when he becomes eligible lol.  #current,tayari
Obama wins. #current,Andrea Mercado
YES. I cant hardly wait for the Vice Presidential debates! #current,dland
I love the fact that Lehrer was able to tell the candidates to stay on topic. #current,barbaranixon
mccain won in having an eye burning tie #current,starweaver
Well considering it was the foreign policy debate Id give the slight edge to McCain on this one. But VERY slight. #debate08 #current,bluejack
#current Obama won.,PinkOliveFamily
#current i have to say mccain did really well.  bummed.  thing is its clear that Obama is WAY smarter.,soapboxmom
YAY! #Current Drink drink drink!!!,davidweiner
@BarackObama Good Job. #current!,starweaver
that was RAD.  Nice job Current TV nice job Twitter... nice job pundits!  #current #debate08,damnneargenius
Awesome First Debate! #tweetdebate   Good job Obama!  The US should be the first nation to have 2 presidents at the same time,geekmum
McCain won tonights debate but Obama was alright. Obama should have done better tonight though especially early with the economy #current,damnneargenius
Im very much looking forward to Obamas inauguration. It will be a great day for America. Weve been through a long dark tunnel. #current,DonIrvine
Thanks you guys everyone rocked. Join us next time for the VP debates on Oct. 2nd #current,JohnEspinoza
Thay came in with game tonight #current,Tylertoo
Yay! for nondibating stuff ) #current,alpha1906
#tweetdebate Correction The iPhone and Twitterriffic rock!!,fredericguarino
Hmmmm pretty uneventful debate.  No clear winner/loser.  Both sharp.  BTW I like listening to David Brooks from NYT on PBS #current,seanhackbarth
Obama wins!!! #tweetdebate,xenolon
McCain clearly won this debate Obama is lacking in the depth of knowledge it takes to lead and be the U.S. president  #current #debate08,jaredwj
Good debate a little boring but glad to see it anyway. #current,ronbo18
see you guys back here next week #current,ghosthokie
@jowyang what was your tally #tweetdebate,bluewater9000
#current #debate08 the moderator really favored McCain...,ObamaNews
#debate08 Id say Obama led early on economic stuff and finished strong but McCains strong middle gives him a slight win.,JamesKotecki
@JustinGunn GOod job to you and yours. That was the most debating Ive done with people on politics since I lived in DC.,daltonsbriefs
Gloria Borger.. Obama held his own on defense issues with McCain #current #debate08,kudcom
McCain WINS!!!! #debate08,stoptypingnow
McCain just won this debate! Hands down! #comment  #debate08 #debate,rubyfruitradio
<insert my personal canidate> won the debate tonight. #current,bluewater9000
j tap,pasher
Good debate. Job well done to both candidates! #current #debate08 #tweetdebate,ursulas
#debate08 waiting for palin vs biden.. oh  bring that on!,jgragg
Hack the debate with twitter was pretty intersting. Has my vote. #current,EdCates
Obama looked more presidential +2 #tweetdebate,ferret67
#debate08 The first debate can be summed up very easily Senator McCain is right!,JohnHoffmann
I rock with Obama. #current,bmaleszyk
Obama IS telling the truth!!!#current,Charles Balazs
Glad to hear CNN is fact checking the presidential candidates comments. Will be interesting to see what they find. #current,jeanphilli
Obama did a good job of relating the issues together instead of just focusing on one thing at a time #debate08,cadler
#current not sure who won but Obama obviously came off as the more personable of the two. Still voting Obama ),agobelle
All in all good debate! Candidates were fairly intelligent and mostly respectful. Didnt change my opinion but glad I watched. #current,sean808080
The real winner tonight was Jim Lehrer.  You cant say PBS people dont have balls. #debate08,Flap
Based on this either candidate should be good. Impressed by both candidates. #debate08,EATerrell
Retweeting @mamikaze @Krississippi being from a military family I do not trust Mccains itchy trigger finger on bit. #debate08,sarahcpr
#current quite a civilised debatedidnt really expect that both did quite well (im dutch i wont have to vote) in making their points,daviddonnelly
Gergen  McCain clearly has superior FP understanding... #current #debate08,vanhoosear
#debate08 NBC hit it right on the head! There seems to be something about Obama that McCain just cant stand.,rgjo
#debate08 People are saying Lehrer favored McCain... I thought he was supposed to be all liberal biased,MediaLizzy
+3 Obama for saying orgy of spending #tweetdebate,Koalemos
Obama got a crisp start in the debate (gergen) #current #debate08,Morningsidemom
#debate08 #current  Fred Barnes   It was a tie but McCain finished strongly.,shoesaphone
given the debate topic McCain should have won but i think Obama really caught up...maybe even surpassed the old guy #current,erincrum
#debate08 Brokaw just said it best They both played to their constituencies well.,Tylertoo
RT @UltraNurd #debate08 Id say Obama led early on economic stuff and finished strong but McCains strong middle gives him a slight win.,DangerGirl6
#current #debate08 BarrThe people of Iran have a strong free market view of Iran... but Iran has a history of participatory govt,andyjacob
@thePuck I am enjoying your editorial comments re the debate. D,mavindigital
Obama held is own on foreign policy (gergen) #current #debate08,jhwilensky
Lehrer reall is a great moderator #current,DominickEvans
Obama passed the test. #tweetdebate #current,scbalazs
#debate08 one thing we can agree on is these guys beat Bush & Kerry in a tag team any day.,paul4dirt
I enjoyed that debate. thought it was smartly and hotly battled. personally it solidified my support for obama. #Debate08,devinberg
Still voting Obama #current,MailOurMilitary
@BarackObama You did AWESOME!!!!!!!!!,scottsbigmouth
But overall  McCain was GREAT  very impressed maybe I had low expectations but great lines & responses #debate08 #current,sedonaredrock
I feel like Obama came off as strong and explained why he chooses things. McCain just pushed msgs. #current,lifestudent83
Undecided voters on my TV say Obama Wins! #current,IamaMacRae
For me Obama won.  But then again Obama was my choice in the primaries. #current #debate08,DominickEvans
#current Does anyone think David Gurgen seems a little like Eeyore (not as much as Lieberman) He says Obama demonstrated knowledge.,mkantonelli
The #debate definitely gave me clarity about the election.  Im voting for Rufus T. Firefly. #debate08,freeulysses
I second that @moritazul. Obama for me #debate08,baracknobama
Power went out.  Barr is now answering questions.  Good answers re Iran Bush Doctrine etc. #current,ARK2019
Wow FactCheck.org ahead of the game http//zi.ma/factcheckwire its faster than the speed of spin! #current #tweetdebate,ARK2019
@andreamercado I liked that both of them at least got into some specifics which is more than I could say for Bush/Kerry in 2004 at any time,rdolishny
#debate08 no memorable moment in this debate. McCain has more policy experience but Obama appears knowledgeable and held his ground.,LolaMcIntyre
McCain is the sheriff  Bennett CNN #current #debate08,Patrick Ottenhoff
#current if this Twitter audience is voting it seems that Obama will win.,revpjack
CBSnews Nielsen undecideds  majority said Obama won this debate #debate08,Michael J. Giarlo
@BarackObama  You did AWESOME!!!!!!!!!  #debate08,abbashaiderali
I agree with Sen. McCain should be the line of the night #debate08 #current,jasoncarini
Yep. Still voting for Obama/Biden. #current,Barbara B. Nixon
#current #debate08 BarrIt is important to maintain landing rights overflight agreements so when a problem does come up that we,barbaranixon
BINGO Obama just showed this country what diplomacy looks like its been a long time. ITA  we are used to short snide remarks #debate08,buzztter_en
#debate08 and mccain wins...more experience where it counts more specific across the board. looking forward to palinbiden.,jmonterrey
McCain sez Obama not fit/ready to be prez but Obama just went toe to toe with him with substantive answers; a + for Obama #tweetdebate,rebot
RT @alexashrugged I agree with Sen. McCain should be the line of the night #debate08 #current,free0ne
McCain definitely won. #current #debate08,smheadhunter
Oh how I cannot wait to watch the VP debate coming soon  that should be a fun night...#current,rebot
@hnoftall not according to cbss polling of undecided voters who went strongly for obama. #debate08,MichelleMMM
#debate08 #current Juan Williams  Obama on the offensive.  Obama wins on economics and McCain on foreign policy.,WazNeeni
Would love to be working the spin room tonight. McCain was on and was forceful without looking like a jerk. #debateok08 #debate08,gminks
interesting debate...who is going to take the election #debate08,joshua heller
McCain looked the most presidential thats for sure.  #debate08,danentin
@MandianaJones  yes it was very obvious.,DMwrecks
#debate08 I liked McCains use of historical context. Obama probably avoided that because when he says it its professorial.,elaineschoch
End result  both McCain and Obama appealed to their base. McCain was warrior like and Obama was Presidential  #debate08 Goodnight All,themurmish
Going walking with @MisterRob now. Thanks #debate08 #tweetdebate http//election.twitter.com I enjoyed to commentary.,damnneargenius
#current  I think McCain won even though Im still voting for Obama,iandavmcg
@BarackObama I dont care what McCain says I think you understand. ;) #debate08,TheDailyDG
McCain/Palin 2008! #current #debate08,ruthdfw
To watch what people said while the candidates were talking made it able to keep the attention better #current #debate08,martinbowling
@current Good job with the debate! It was interesting to see what everyone was saying. #current,barbaranixon
#debate08 So whiie I feel that Obama could have fought back against the McC lies more but overall I truly believe that Obama won tonight.,paulwiggins
#debate08 @pamelalyn  very cogent point.,skunksgonewild
Fact that an African American candidate went to Mississippi for a pres. debate & it was a nonissue speaks to how far weve come #current,cabradio
@davidweiner Yes.  Uppercuts!  Thats what I want in a debate.  Not condescending patronizing namecalling taken like a gent.,amrowley
THREE CHEERS FOR TWITTER! STAYING ALIVE DURING THE DEBATE! #debate08 #tweetdebate #current,akohler
A great debate for America now back to the work to get credit markets back to healthy without creating more frivolous spending #debate08,dy3kt
I think McCain was very strong and won this debate #debate08,BigToys
#current wowABC is doing a fact check of the debate. Great idea. They should post all their lookups online.,stealingsand
obama said I agree with john at least 8 times fox news is reporting #debate08,cyarnell
#current Guillliani McCain gave Obama a lesson in foriegn policy. Those spinmeister work fast!,CurrentCJ
would you like to have tea +5 for obama for being a smart a** #tweetdebate,greacen
That was fun. #current and #debate08 completely changes this debate season.,chickenface
#debate08 I think the thing that most came out of this is that Obama looked more presidential,XManess
#debate08  mccain = yesterdays man!,kwinton777
Friends at the debate party tonight think that McCain hammering on earmarks/spending was great. Thats why we lost in 2006. #debate08,TheMacG33k
The spin room is getting dizzy #debateok08 #debate08,imKM
name dropping not a bad thing  mccain #current #debate08,CathleenRitt
#debate08 The speed of these campaigns is amazing http//tinyurl.com/43n74w,damnneargenius
McCain regained the week #current #debate08,RioneKiari
#debate08 the I agree with John points are going to be hammered by Fox News and the GOP but look at them in context......,PearlyWrites
